constellation,constellation_pattern,modulus,class,window,statistic,g,n_obs,empirical,predicted,predicted_wheel_only,se,z,z_wheel_only,class_mod_6,class_mod_30,class_mod_7,class_mod_11,dist_to_mult_7,dist_to_mult_11,paper_direction,text
twin,"(0,2)",210,71,1e5-1e6,p_gap_30,,472,0.0847458,0.0914313,0.107508,0.0129042,-0.5181,-1.764,5,11,1,5,1,5,neutral,"Twin primes, class 71 mod 210, window 1e5-1e6: P(gap = 30) is 0.08475 vs predicted 0.09143; z = -0.5."
twin,"(0,2)",210,71,1e5-1e6,hazard,6,472,0,0,0,0,,,5,11,1,5,1,5,neutral,"Twin primes, class 71 mod 210, window 1e5-1e6: hazard of the next pair at gap 6 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,71,1e5-1e6,hazard,24,472,0,0,0,0,,,5,11,1,5,1,5,neutral,"Twin primes, class 71 mod 210, window 1e5-1e6: hazard of the next pair at gap 24 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,71,1e5-1e6,hazard,42,383,0,0,0,0,,,5,11,1,5,1,5,neutral,"Twin primes, class 71 mod 210, window 1e5-1e6: hazard of the next pair at gap 42 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,71,1e5-1e6,hazard,60,383,0,0,0,0,,,5,11,1,5,1,5,neutral,"Twin primes, class 71 mod 210, window 1e5-1e6: hazard of the next pair at gap 60 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,71,1e5-1e6,hazard,102,259,0,0,0,0,,,5,11,1,5,1,5,neutral,"Twin primes, class 71 mod 210, window 1e5-1e6: hazard of the next pair at gap 102 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,71,1e5-1e6,hazard,174,112,0,0,0,0,,,5,11,1,5,1,5,neutral,"Twin primes, class 71 mod 210, window 1e5-1e6: hazard of the next pair at gap 174 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,71,1e5-1e6,hazard,300,47,0,0,0,0,,,5,11,1,5,1,5,neutral,"Twin primes, class 71 mod 210, window 1e5-1e6: hazard of the next pair at gap 300 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,71,1e5-1e6,autocorr_lag1,,471,0.0476912,0,0,0.0477803,0.9981,0.9981,5,11,1,5,1,5,neutral,"Twin primes, class 71 mod 210, window 1e5-1e6: lag-1 autocorrelation of consecutive normalized gaps is +0.0477 (hazard model predicts 0); z = +1.0."
twin,"(0,2)",210,101,1e5-1e6,mean_norm_gap,,463,0.943541,0.981922,0.991708,0.0355838,-1.079,-1.354,5,11,3,2,3,2,neutral,"Twin primes, class 101 mod 210, window 1e5-1e6: mean normalized gap runs 5.6% short; model predicts 1.8% short; z = -1.1."
twin,"(0,2)",210,101,1e5-1e6,var_norm_gap,,463,0.63087,0.908693,0.861459,0.0660334,-4.207,-3.492,5,11,3,2,3,2,neutral,"Twin primes, class 101 mod 210, window 1e5-1e6: variance of the normalized gap is 0.6309 vs predicted 0.9087; z = -4.2."
twin,"(0,2)",210,101,1e5-1e6,skew_norm_gap,,463,1.65444,2.05144,2.0757,0.167949,-2.364,-2.508,5,11,3,2,3,2,neutral,"Twin primes, class 101 mod 210, window 1e5-1e6: skewness of the normalized gap is 1.654 vs predicted 2.051; z = -2.4."
twin,"(0,2)",210,101,1e5-1e6,kurt_norm_gap,,463,3.21747,6.11567,6.38957,0.946474,-3.062,-3.351,5,11,3,2,3,2,neutral,"Twin primes, class 101 mod 210, window 1e5-1e6: excess kurtosis of the normalized gap is 3.217 vs predicted 6.116; z = -3.1."
twin,"(0,2)",210,101,1e5-1e6,p_tail_2x,,463,0.12527,0.139441,0.137036,0.0150597,-0.941,-0.7813,5,11,3,2,3,2,neutral,"Twin primes, class 101 mod 210, window 1e5-1e6: P(gap > 2x class mean) is 0.1253 vs predicted 0.1394; z = -0.9."
twin,"(0,2)",210,101,1e5-1e6,p_tail_3x,,463,0.0388769,0.0436814,0.0414358,0.00879313,-0.5464,-0.291,5,11,3,2,3,2,neutral,"Twin primes, class 101 mod 210, window 1e5-1e6: P(gap > 3x class mean) is 0.03888 vs predicted 0.04368; z = -0.5."
twin,"(0,2)",210,101,1e5-1e6,p_tail_5x,,463,0.00215983,0.00510802,0.00566679,0.00225025,-1.31,-1.558,5,11,3,2,3,2,neutral,"Twin primes, class 101 mod 210, window 1e5-1e6: P(gap > 5x class mean) is 0.00216 vs predicted 0.005108; z = -1.3."
twin,"(0,2)",210,101,1e5-1e6,p_gap_6,,463,0.0842333,0.0914312,0.107508,0.0132411,-0.5436,-1.758,5,11,3,2,3,2,neutral,"Twin primes, class 101 mod 210, window 1e5-1e6: P(gap = 6) is 0.08423 vs predicted 0.09143; z = -0.5."
twin,"(0,2)",210,101,1e5-1e6,p_gap_12,,463,0,0,0,0,,,5,11,3,2,3,2,neutral,"Twin primes, class 101 mod 210, window 1e5-1e6: P(gap = 12) is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,101,1e5-1e6,p_gap_18,,463,0,0,0,0,,,5,11,3,2,3,2,neutral,"Twin primes, class 101 mod 210, window 1e5-1e6: P(gap = 18) is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,101,1e5-1e6,p_gap_30,,463,0,0,0,0,,,5,11,3,2,3,2,neutral,"Twin primes, class 101 mod 210, window 1e5-1e6: P(gap = 30) is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,101,1e5-1e6,hazard,6,463,0.0842333,0.0914312,0.107508,0.0132411,-0.5436,-1.758,5,11,3,2,3,2,neutral,"Twin primes, class 101 mod 210, window 1e5-1e6: hazard of the next pair at gap 6 is 0.08423 vs predicted 0.09143; z = -0.5."
twin,"(0,2)",210,101,1e5-1e6,hazard,24,424,0,0,0,0,,,5,11,3,2,3,2,neutral,"Twin primes, class 101 mod 210, window 1e5-1e6: hazard of the next pair at gap 24 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,101,1e5-1e6,hazard,42,375,0,0,0,0,,,5,11,3,2,3,2,neutral,"Twin primes, class 101 mod 210, window 1e5-1e6: hazard of the next pair at gap 42 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,101,1e5-1e6,hazard,60,343,0,0,0,0,,,5,11,3,2,3,2,neutral,"Twin primes, class 101 mod 210, window 1e5-1e6: hazard of the next pair at gap 60 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,101,1e5-1e6,hazard,102,209,0,0,0,0,,,5,11,3,2,3,2,neutral,"Twin primes, class 101 mod 210, window 1e5-1e6: hazard of the next pair at gap 102 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,101,1e5-1e6,hazard,174,96,0,0,0,0,,,5,11,3,2,3,2,neutral,"Twin primes, class 101 mod 210, window 1e5-1e6: hazard of the next pair at gap 174 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,101,1e5-1e6,hazard,300,40,0.075,0.090193,0.104524,0.0411013,-0.3696,-0.7183,5,11,3,2,3,2,neutral,"Twin primes, class 101 mod 210, window 1e5-1e6: hazard of the next pair at gap 300 is 0.075 vs predicted 0.09019; z = -0.4."
twin,"(0,2)",210,101,1e5-1e6,autocorr_lag1,,462,-0.0814072,0,0,0.0439606,-1.852,-1.852,5,11,3,2,3,2,neutral,"Twin primes, class 101 mod 210, window 1e5-1e6: lag-1 autocorrelation of consecutive normalized gaps is -0.0814 (hazard model predicts 0); z = -1.9."
twin,"(0,2)",210,107,1e5-1e6,mean_norm_gap,,466,1.07818,1.05081,1.05876,0.0393156,0.6961,0.4939,5,17,2,8,2,3,neutral,"Twin primes, class 107 mod 210, window 1e5-1e6: mean normalized gap runs 7.8% long; model predicts 5.1% long; z = +0.7."
twin,"(0,2)",210,107,1e5-1e6,var_norm_gap,,466,0.757151,0.881468,0.844226,0.0878229,-1.416,-0.9915,5,17,2,8,2,3,neutral,"Twin primes, class 107 mod 210, window 1e5-1e6: variance of the normalized gap is 0.7572 vs predicted 0.8815; z = -1.4."
twin,"(0,2)",210,107,1e5-1e6,skew_norm_gap,,466,1.8092,2.10734,2.15466,0.183318,-1.626,-1.884,5,17,2,8,2,3,neutral,"Twin primes, class 107 mod 210, window 1e5-1e6: skewness of the normalized gap is 1.809 vs predicted 2.107; z = -1.6."
twin,"(0,2)",210,107,1e5-1e6,kurt_norm_gap,,466,3.87178,6.33943,6.6592,1.13025,-2.183,-2.466,5,17,2,8,2,3,neutral,"Twin primes, class 107 mod 210, window 1e5-1e6: excess kurtosis of the normalized gap is 3.872 vs predicted 6.339; z = -2.2."
twin,"(0,2)",210,107,1e5-1e6,p_tail_2x,,466,0.122318,0.123492,0.123795,0.0152707,-0.07688,-0.09676,5,17,2,8,2,3,neutral,"Twin primes, class 107 mod 210, window 1e5-1e6: P(gap > 2x class mean) is 0.1223 vs predicted 0.1235; z = -0.1."
twin,"(0,2)",210,107,1e5-1e6,p_tail_3x,,466,0.0364807,0.0379612,0.0378639,0.00869119,-0.1703,-0.1592,5,17,2,8,2,3,neutral,"Twin primes, class 107 mod 210, window 1e5-1e6: P(gap > 3x class mean) is 0.03648 vs predicted 0.03796; z = -0.2."
twin,"(0,2)",210,107,1e5-1e6,p_tail_5x,,466,0.00214592,0.00349884,0.00387173,0.00219047,-0.6176,-0.7879,5,17,2,8,2,3,neutral,"Twin primes, class 107 mod 210, window 1e5-1e6: P(gap > 5x class mean) is 0.002146 vs predicted 0.003499; z = -0.6."
twin,"(0,2)",210,107,1e5-1e6,p_gap_6,,466,0,0,0,0,,,5,17,2,8,2,3,neutral,"Twin primes, class 107 mod 210, window 1e5-1e6: P(gap = 6) is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,107,1e5-1e6,p_gap_12,,466,0,0,0,0,,,5,17,2,8,2,3,neutral,"Twin primes, class 107 mod 210, window 1e5-1e6: P(gap = 12) is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,107,1e5-1e6,p_gap_18,,466,0,0,0,0,,,5,17,2,8,2,3,neutral,"Twin primes, class 107 mod 210, window 1e5-1e6: P(gap = 18) is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,107,1e5-1e6,p_gap_30,,466,0.0772532,0.0914313,0.107508,0.0120107,-1.18,-2.519,5,17,2,8,2,3,neutral,"Twin primes, class 107 mod 210, window 1e5-1e6: P(gap = 30) is 0.07725 vs predicted 0.09143; z = -1.2."
twin,"(0,2)",210,107,1e5-1e6,hazard,6,466,0,0,0,0,,,5,17,2,8,2,3,neutral,"Twin primes, class 107 mod 210, window 1e5-1e6: hazard of the next pair at gap 6 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,107,1e5-1e6,hazard,24,466,0,0,0,0,,,5,17,2,8,2,3,neutral,"Twin primes, class 107 mod 210, window 1e5-1e6: hazard of the next pair at gap 24 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,107,1e5-1e6,hazard,42,430,0.0976744,0.104351,0.107333,0.0139998,-0.4769,-0.6899,5,17,2,8,2,3,neutral,"Twin primes, class 107 mod 210, window 1e5-1e6: hazard of the next pair at gap 42 is 0.09767 vs predicted 0.1044; z = -0.5."
twin,"(0,2)",210,107,1e5-1e6,hazard,60,388,0.0824742,0.0983228,0.107161,0.0140732,-1.126,-1.754,5,17,2,8,2,3,neutral,"Twin primes, class 107 mod 210, window 1e5-1e6: hazard of the next pair at gap 60 is 0.08247 vs predicted 0.09832; z = -1.1."
twin,"(0,2)",210,107,1e5-1e6,hazard,102,254,0.145669,0.116211,0.1065,0.0218305,1.349,1.794,5,17,2,8,2,3,neutral,"Twin primes, class 107 mod 210, window 1e5-1e6: hazard of the next pair at gap 102 is 0.1457 vs predicted 0.1162; z = +1.3."
twin,"(0,2)",210,107,1e5-1e6,hazard,174,120,0.1,0.113768,0.105592,0.0254596,-0.5408,-0.2196,5,17,2,8,2,3,neutral,"Twin primes, class 107 mod 210, window 1e5-1e6: hazard of the next pair at gap 174 is 0.1 vs predicted 0.1138; z = -0.5."
twin,"(0,2)",210,107,1e5-1e6,hazard,300,49,0.102041,0.0902136,0.104524,0.0430958,0.2744,-0.05761,5,17,2,8,2,3,neutral,"Twin primes, class 107 mod 210, window 1e5-1e6: hazard of the next pair at gap 300 is 0.102 vs predicted 0.09021; z = +0.3."
twin,"(0,2)",210,107,1e5-1e6,autocorr_lag1,,465,0.00250339,0,0,0.051792,0.04834,0.04834,5,17,2,8,2,3,neutral,"Twin primes, class 107 mod 210, window 1e5-1e6: lag-1 autocorrelation of consecutive normalized gaps is +0.0025 (hazard model predicts 0); z = +0.0."
twin,"(0,2)",210,137,1e5-1e6,mean_norm_gap,,457,0.907697,0.932634,0.929874,0.0394328,-0.6324,-0.5624,5,17,4,5,3,5,short,"Twin primes, class 137 mod 210, window 1e5-1e6: mean normalized gap runs 9.2% short; model predicts 6.7% short; z = -0.6."
twin,"(0,2)",210,137,1e5-1e6,var_norm_gap,,457,0.699146,0.886185,0.853017,0.080099,-2.335,-1.921,5,17,4,5,3,5,short,"Twin primes, class 137 mod 210, window 1e5-1e6: variance of the normalized gap is 0.6991 vs predicted 0.8862; z = -2.3."
twin,"(0,2)",210,137,1e5-1e6,skew_norm_gap,,457,1.8186,2.11566,2.14179,0.151931,-1.955,-2.127,5,17,4,5,3,5,short,"Twin primes, class 137 mod 210, window 1e5-1e6: skewness of the normalized gap is 1.819 vs predicted 2.116; z = -2.0."
twin,"(0,2)",210,137,1e5-1e6,kurt_norm_gap,,457,3.66171,6.4333,6.54745,0.841462,-3.294,-3.429,5,17,4,5,3,5,short,"Twin primes, class 137 mod 210, window 1e5-1e6: excess kurtosis of the normalized gap is 3.662 vs predicted 6.433; z = -3.3."
twin,"(0,2)",210,137,1e5-1e6,p_tail_2x,,457,0.142232,0.140195,0.144647,0.0164508,0.1238,-0.1468,5,17,4,5,3,5,short,"Twin primes, class 137 mod 210, window 1e5-1e6: P(gap > 2x class mean) is 0.1422 vs predicted 0.1402; z = +0.1."
twin,"(0,2)",210,137,1e5-1e6,p_tail_3x,,457,0.0415755,0.0475594,0.0496708,0.0093588,-0.6394,-0.865,5,17,4,5,3,5,short,"Twin primes, class 137 mod 210, window 1e5-1e6: P(gap > 3x class mean) is 0.04158 vs predicted 0.04756; z = -0.6."
twin,"(0,2)",210,137,1e5-1e6,p_tail_5x,,457,0.00437637,0.00617133,0.00737713,0.00324038,-0.5539,-0.9261,5,17,4,5,3,5,short,"Twin primes, class 137 mod 210, window 1e5-1e6: P(gap > 5x class mean) is 0.004376 vs predicted 0.006171; z = -0.6."
twin,"(0,2)",210,137,1e5-1e6,p_gap_6,,457,0,0,0,0,,,5,17,4,5,3,5,short,"Twin primes, class 137 mod 210, window 1e5-1e6: P(gap = 6) is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,137,1e5-1e6,p_gap_12,,457,0.0919037,0.0914312,0.107508,0.0138831,0.03403,-1.124,5,17,4,5,3,5,short,"Twin primes, class 137 mod 210, window 1e5-1e6: P(gap = 12) is 0.0919 vs predicted 0.09143; z = +0.0."
twin,"(0,2)",210,137,1e5-1e6,p_gap_18,,457,0,0,0,0,,,5,17,4,5,3,5,short,"Twin primes, class 137 mod 210, window 1e5-1e6: P(gap = 18) is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,137,1e5-1e6,p_gap_30,,457,0.0809628,0.0829586,0.0957939,0.012844,-0.1554,-1.155,5,17,4,5,3,5,short,"Twin primes, class 137 mod 210, window 1e5-1e6: P(gap = 30) is 0.08096 vs predicted 0.08296; z = -0.2."
twin,"(0,2)",210,137,1e5-1e6,hazard,6,457,0,0,0,0,,,5,17,4,5,3,5,short,"Twin primes, class 137 mod 210, window 1e5-1e6: hazard of the next pair at gap 6 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,137,1e5-1e6,hazard,24,415,0,0,0,0,,,5,17,4,5,3,5,short,"Twin primes, class 137 mod 210, window 1e5-1e6: hazard of the next pair at gap 24 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,137,1e5-1e6,hazard,42,378,0.116402,0.10421,0.107161,0.0172199,0.708,0.5367,5,17,4,5,3,5,short,"Twin primes, class 137 mod 210, window 1e5-1e6: hazard of the next pair at gap 42 is 0.1164 vs predicted 0.1042; z = +0.7."
twin,"(0,2)",210,137,1e5-1e6,hazard,60,297,0.111111,0.0980482,0.106825,0.0182476,0.7159,0.2349,5,17,4,5,3,5,short,"Twin primes, class 137 mod 210, window 1e5-1e6: hazard of the next pair at gap 60 is 0.1111 vs predicted 0.09805; z = +0.7."
twin,"(0,2)",210,137,1e5-1e6,hazard,102,179,0.0949721,0.115905,0.106187,0.0212688,-0.9842,-0.5273,5,17,4,5,3,5,short,"Twin primes, class 137 mod 210, window 1e5-1e6: hazard of the next pair at gap 102 is 0.09497 vs predicted 0.1159; z = -1.0."
twin,"(0,2)",210,137,1e5-1e6,hazard,174,115,0.13913,0.113761,0.105591,0.0319331,0.7945,1.05,5,17,4,5,3,5,short,"Twin primes, class 137 mod 210, window 1e5-1e6: hazard of the next pair at gap 174 is 0.1391 vs predicted 0.1138; z = +0.8."
twin,"(0,2)",210,137,1e5-1e6,hazard,300,30,0.1,0.0899761,0.10428,0.0541047,0.1853,-0.07911,5,17,4,5,3,5,short,"Twin primes, class 137 mod 210, window 1e5-1e6: hazard of the next pair at gap 300 is 0.1 vs predicted 0.08998; z = +0.2."
twin,"(0,2)",210,137,1e5-1e6,autocorr_lag1,,456,-0.036942,0,0,0.0385147,-0.9592,-0.9592,5,17,4,5,3,5,short,"Twin primes, class 137 mod 210, window 1e5-1e6: lag-1 autocorrelation of consecutive normalized gaps is -0.0369 (hazard model predicts 0); z = -1.0."
twin,"(0,2)",210,149,1e5-1e6,mean_norm_gap,,458,0.928666,0.934551,0.938461,0.0430947,-0.1366,-0.2273,5,29,2,6,2,5,short,"Twin primes, class 149 mod 210, window 1e5-1e6: mean normalized gap runs 7.1% short; model predicts 6.5% short; z = -0.1."
twin,"(0,2)",210,149,1e5-1e6,var_norm_gap,,458,0.771705,0.875685,0.861161,0.105612,-0.9845,-0.847,5,29,2,6,2,5,short,"Twin primes, class 149 mod 210, window 1e5-1e6: variance of the normalized gap is 0.7717 vs predicted 0.8757; z = -1.0."
twin,"(0,2)",210,149,1e5-1e6,skew_norm_gap,,458,2.09673,2.08065,2.12781,0.313979,0.05121,-0.09899,5,29,2,6,2,5,short,"Twin primes, class 149 mod 210, window 1e5-1e6: skewness of the normalized gap is 2.097 vs predicted 2.081; z = +0.1."
twin,"(0,2)",210,149,1e5-1e6,kurt_norm_gap,,458,6.26772,6.23342,6.42661,2.39804,0.0143,-0.06626,5,29,2,6,2,5,short,"Twin primes, class 149 mod 210, window 1e5-1e6: excess kurtosis of the normalized gap is 6.268 vs predicted 6.233; z = +0.0."
twin,"(0,2)",210,149,1e5-1e6,p_tail_2x,,458,0.146288,0.133355,0.142862,0.0172649,0.7491,0.1984,5,29,2,6,2,5,short,"Twin primes, class 149 mod 210, window 1e5-1e6: P(gap > 2x class mean) is 0.1463 vs predicted 0.1334; z = +0.7."
twin,"(0,2)",210,149,1e5-1e6,p_tail_3x,,458,0.0436681,0.0457924,0.0516134,0.00966464,-0.2198,-0.8221,5,29,2,6,2,5,short,"Twin primes, class 149 mod 210, window 1e5-1e6: P(gap > 3x class mean) is 0.04367 vs predicted 0.04579; z = -0.2."
twin,"(0,2)",210,149,1e5-1e6,p_tail_5x,,458,0.00655022,0.00573934,0.00709712,0.00368028,0.2203,-0.1486,5,29,2,6,2,5,short,"Twin primes, class 149 mod 210, window 1e5-1e6: P(gap > 5x class mean) is 0.00655 vs predicted 0.005739; z = +0.2."
twin,"(0,2)",210,149,1e5-1e6,p_gap_6,,458,0,0,0,0,,,5,29,2,6,2,5,short,"Twin primes, class 149 mod 210, window 1e5-1e6: P(gap = 6) is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,149,1e5-1e6,p_gap_12,,458,0,0,0,0,,,5,29,2,6,2,5,short,"Twin primes, class 149 mod 210, window 1e5-1e6: P(gap = 12) is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,149,1e5-1e6,p_gap_18,,458,0.0917031,0.0914312,0.107508,0.0132422,0.02053,-1.194,5,29,2,6,2,5,short,"Twin primes, class 149 mod 210, window 1e5-1e6: P(gap = 18) is 0.0917 vs predicted 0.09143; z = +0.0."
twin,"(0,2)",210,149,1e5-1e6,p_gap_30,,458,0.0786026,0.0829586,0.0957939,0.0126823,-0.3435,-1.356,5,29,2,6,2,5,short,"Twin primes, class 149 mod 210, window 1e5-1e6: P(gap = 30) is 0.0786 vs predicted 0.08296; z = -0.3."
twin,"(0,2)",210,149,1e5-1e6,hazard,6,458,0,0,0,0,,,5,29,2,6,2,5,short,"Twin primes, class 149 mod 210, window 1e5-1e6: hazard of the next pair at gap 6 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,149,1e5-1e6,hazard,24,416,0,0,0,0,,,5,29,2,6,2,5,short,"Twin primes, class 149 mod 210, window 1e5-1e6: hazard of the next pair at gap 24 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,149,1e5-1e6,hazard,42,380,0.123684,0.10421,0.107161,0.0171052,1.138,0.966,5,29,2,6,2,5,short,"Twin primes, class 149 mod 210, window 1e5-1e6: hazard of the next pair at gap 42 is 0.1237 vs predicted 0.1042; z = +1.1."
twin,"(0,2)",210,149,1e5-1e6,hazard,60,294,0.0918367,0.0980566,0.106825,0.0167405,-0.3715,-0.8953,5,29,2,6,2,5,short,"Twin primes, class 149 mod 210, window 1e5-1e6: hazard of the next pair at gap 60 is 0.09184 vs predicted 0.09806; z = -0.4."
twin,"(0,2)",210,149,1e5-1e6,hazard,102,183,0.120219,0.115873,0.106187,0.02432,0.1787,0.577,5,29,2,6,2,5,short,"Twin primes, class 149 mod 210, window 1e5-1e6: hazard of the next pair at gap 102 is 0.1202 vs predicted 0.1159; z = +0.2."
twin,"(0,2)",210,149,1e5-1e6,hazard,174,102,0,0,0,0,,,5,29,2,6,2,5,short,"Twin primes, class 149 mod 210, window 1e5-1e6: hazard of the next pair at gap 174 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,149,1e5-1e6,hazard,300,33,0.0606061,0.0899673,0.10428,0.0415182,-0.7072,-1.052,5,29,2,6,2,5,short,"Twin primes, class 149 mod 210, window 1e5-1e6: hazard of the next pair at gap 300 is 0.06061 vs predicted 0.08997; z = -0.7."
twin,"(0,2)",210,149,1e5-1e6,autocorr_lag1,,457,0.0291709,0,0,0.0622581,0.4685,0.4685,5,29,2,6,2,5,short,"Twin primes, class 149 mod 210, window 1e5-1e6: lag-1 autocorrelation of consecutive normalized gaps is +0.0292 (hazard model predicts 0); z = +0.5."
twin,"(0,2)",210,167,1e5-1e6,mean_norm_gap,,444,0.940844,0.907196,0.897065,0.0480808,0.6998,0.9105,5,17,6,2,1,2,short,"Twin primes, class 167 mod 210, window 1e5-1e6: mean normalized gap runs 5.9% short; model predicts 9.3% short; z = +0.7."
twin,"(0,2)",210,167,1e5-1e6,var_norm_gap,,444,1.02648,0.942102,0.878829,0.164244,0.5137,0.899,5,17,6,2,1,2,short,"Twin primes, class 167 mod 210, window 1e5-1e6: variance of the normalized gap is 1.026 vs predicted 0.9421; z = +0.5."
twin,"(0,2)",210,167,1e5-1e6,skew_norm_gap,,444,2.38628,1.9968,2.0797,0.416449,0.9352,0.7362,5,17,6,2,1,2,short,"Twin primes, class 167 mod 210, window 1e5-1e6: skewness of the normalized gap is 2.386 vs predicted 1.997; z = +0.9."
twin,"(0,2)",210,167,1e5-1e6,kurt_norm_gap,,444,9.00257,5.68529,6.17182,3.45053,0.9614,0.8204,5,17,6,2,1,2,short,"Twin primes, class 167 mod 210, window 1e5-1e6: excess kurtosis of the normalized gap is 9.003 vs predicted 5.685; z = +1.0."
twin,"(0,2)",210,167,1e5-1e6,p_tail_2x,,444,0.146396,0.142994,0.150175,0.0168231,0.2022,-0.2246,5,17,6,2,1,2,short,"Twin primes, class 167 mod 210, window 1e5-1e6: P(gap > 2x class mean) is 0.1464 vs predicted 0.143; z = +0.2."
twin,"(0,2)",210,167,1e5-1e6,p_tail_3x,,444,0.0540541,0.0546266,0.0561584,0.0107682,-0.05317,-0.1954,5,17,6,2,1,2,short,"Twin primes, class 167 mod 210, window 1e5-1e6: P(gap > 3x class mean) is 0.05405 vs predicted 0.05463; z = -0.1."
twin,"(0,2)",210,167,1e5-1e6,p_tail_5x,,444,0.00675676,0.00712756,0.00864575,0.00401454,-0.09236,-0.4705,5,17,6,2,1,2,short,"Twin primes, class 167 mod 210, window 1e5-1e6: P(gap > 5x class mean) is 0.006757 vs predicted 0.007128; z = -0.1."
twin,"(0,2)",210,167,1e5-1e6,p_gap_6,,444,0,0,0,0,,,5,17,6,2,1,2,short,"Twin primes, class 167 mod 210, window 1e5-1e6: P(gap = 6) is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,167,1e5-1e6,p_gap_12,,444,0.0968468,0.0914312,0.107508,0.0142409,0.3803,-0.7486,5,17,6,2,1,2,short,"Twin primes, class 167 mod 210, window 1e5-1e6: P(gap = 12) is 0.09685 vs predicted 0.09143; z = +0.4."
twin,"(0,2)",210,167,1e5-1e6,p_gap_18,,444,0,0,0,0,,,5,17,6,2,1,2,short,"Twin primes, class 167 mod 210, window 1e5-1e6: P(gap = 18) is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,167,1e5-1e6,p_gap_30,,444,0.0810811,0.0732113,0.0853749,0.012813,0.6142,-0.3351,5,17,6,2,1,2,short,"Twin primes, class 167 mod 210, window 1e5-1e6: P(gap = 30) is 0.08108 vs predicted 0.07321; z = +0.6."
twin,"(0,2)",210,167,1e5-1e6,hazard,6,444,0,0,0,0,,,5,17,6,2,1,2,short,"Twin primes, class 167 mod 210, window 1e5-1e6: hazard of the next pair at gap 6 is 0 vs predicted 0; z undefined."
twin,"(0,2)",210,167,1e5-1e6,hazard,24,401,0.109726,0.115945,0.107333,0.0156968,-0.3962,0.1524,5,17,6,2,1,2,short,"Twin primes, class 167 mod 210, window 1e5-1e6: hazard of the next pair at gap 24 is 0.1097 vs predicted 0.1159; z = -0.4."
twin,"(0,2)",210,167,1e5-1e6,hazard,42,321,0.102804,0.10403,0.106992,0.0170277,-0.07202,-0.2459,5,17,6,2,1,2,short,"Twin primes, class 167 mod 210, window 1e5-1e6: hazard of the next pair at gap 42 is 0.1028 vs predicted 0.104; z = -0.1."
twin,"(0,2)",210,167,1e5-1e6,hazard,60,250,0.104,0.0978833,0.106661,0.0190886,0.3204,-0.1394,5,17,6,2,1,2,short,"Twin primes, class 167 mod 210, window 1e5-1e6: hazard of the next pair at gap 60 is 0.104 vs predicted 0.09788; z = +0.3."
twin,"(0,2)",210,167,1e5-1e6,hazard,102,187,0.15508,0.115893,0.106187,0.0256036,1.531,1.91,5,17,6,2,1,2,short,"Twin primes, class 167 mod 210, window 1e5-1e6: hazard of the next pair at gap 102 is 0.1551 vs predicted 0.1159; z = +1.5."
