constellation,constellation_pattern,modulus,class,window,statistic,g,n_obs,empirical,predicted,predicted_wheel_only,se,z,z_wheel_only,class_mod_6,class_mod_30,class_mod_7,class_mod_11,dist_to_mult_7,dist_to_mult_11,paper_direction,text
cousin,"(0,4)",2310,2143,le_1e9,p_gap_18,,25418,0,0,0,0,,,1,13,1,9,1,2,,"Cousin primes (p, p+4), class 2143 mod 2310, p <= 1e9: P(gap = 18) is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2143,le_1e9,p_gap_30,,25418,0,0,0,0,,,1,13,1,9,1,2,,"Cousin primes (p, p+4), class 2143 mod 2310, p <= 1e9: P(gap = 30) is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2143,le_1e9,hazard,6,25418,0,0,0,0,,,1,13,1,9,1,2,,"Cousin primes (p, p+4), class 2143 mod 2310, p <= 1e9: hazard of the next pair at gap 6 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2143,le_1e9,hazard,24,25418,0,0,0,0,,,1,13,1,9,1,2,,"Cousin primes (p, p+4), class 2143 mod 2310, p <= 1e9: hazard of the next pair at gap 24 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2143,le_1e9,hazard,42,24066,0,0,0,0,,,1,13,1,9,1,2,,"Cousin primes (p, p+4), class 2143 mod 2310, p <= 1e9: hazard of the next pair at gap 42 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2143,le_1e9,hazard,60,22745,0.0542976,0.0512626,0.0572876,0.0015123,2.007,-1.977,1,13,1,9,1,2,,"Cousin primes (p, p+4), class 2143 mod 2310, p <= 1e9: hazard of the next pair at gap 60 is 0.0543 vs predicted 0.05126; z = +2.0."
cousin,"(0,4)",2310,2143,le_1e9,hazard,102,18147,0,0,0,0,,,1,13,1,9,1,2,,"Cousin primes (p, p+4), class 2143 mod 2310, p <= 1e9: hazard of the next pair at gap 102 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2143,le_1e9,hazard,174,14396,0,0,0,0,,,1,13,1,9,1,2,,"Cousin primes (p, p+4), class 2143 mod 2310, p <= 1e9: hazard of the next pair at gap 174 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2143,le_1e9,hazard,300,7606,0,0,0,0,,,1,13,1,9,1,2,,"Cousin primes (p, p+4), class 2143 mod 2310, p <= 1e9: hazard of the next pair at gap 300 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2143,le_1e9,autocorr_lag1,,25417,-0.00331119,0,0,0.00604111,-0.5481,-0.5481,1,13,1,9,1,2,,"Cousin primes (p, p+4), class 2143 mod 2310, p <= 1e9: lag-1 autocorrelation of consecutive normalized gaps is -0.0033 (hazard model predicts 0); z = -0.5."
cousin,"(0,4)",2310,2179,le_1e9,mean_norm_gap,,25405,0.900973,0.899438,0.892028,0.00614123,0.2499,1.457,1,19,2,1,2,1,,"Cousin primes (p, p+4), class 2179 mod 2310, p <= 1e9: mean normalized gap runs 9.9% short; model predicts 10.1% short; z = +0.2."
cousin,"(0,4)",2310,2179,le_1e9,var_norm_gap,,25405,0.869785,0.942196,0.915064,0.0153614,-4.714,-2.948,1,19,2,1,2,1,,"Cousin primes (p, p+4), class 2179 mod 2310, p <= 1e9: variance of the normalized gap is 0.8698 vs predicted 0.9422; z = -4.7."
cousin,"(0,4)",2310,2179,le_1e9,skew_norm_gap,,25405,1.98548,2.07598,2.13072,0.0410073,-2.207,-3.542,1,19,2,1,2,1,,"Cousin primes (p, p+4), class 2179 mod 2310, p <= 1e9: skewness of the normalized gap is 1.985 vs predicted 2.076; z = -2.2."
cousin,"(0,4)",2310,2179,le_1e9,kurt_norm_gap,,25405,5.29524,6.06532,6.41467,0.345294,-2.23,-3.242,1,19,2,1,2,1,,"Cousin primes (p, p+4), class 2179 mod 2310, p <= 1e9: excess kurtosis of the normalized gap is 5.295 vs predicted 6.065; z = -2.2."
cousin,"(0,4)",2310,2179,le_1e9,p_tail_2x,,25405,0.145837,0.142906,0.146933,0.00225384,1.301,-0.486,1,19,2,1,2,1,,"Cousin primes (p, p+4), class 2179 mod 2310, p <= 1e9: P(gap > 2x class mean) is 0.1458 vs predicted 0.1429; z = +1.3."
cousin,"(0,4)",2310,2179,le_1e9,p_tail_3x,,25405,0.0581775,0.0591286,0.0604614,0.0015624,-0.6087,-1.462,1,19,2,1,2,1,,"Cousin primes (p, p+4), class 2179 mod 2310, p <= 1e9: P(gap > 3x class mean) is 0.05818 vs predicted 0.05913; z = -0.6."
cousin,"(0,4)",2310,2179,le_1e9,p_tail_5x,,25405,0.00732139,0.00854813,0.00949682,0.000538222,-2.279,-4.042,1,19,2,1,2,1,,"Cousin primes (p, p+4), class 2179 mod 2310, p <= 1e9: P(gap > 5x class mean) is 0.007321 vs predicted 0.008548; z = -2.3."
cousin,"(0,4)",2310,2179,le_1e9,p_gap_6,,25405,0,0,0,0,,,1,19,2,1,2,1,,"Cousin primes (p, p+4), class 2179 mod 2310, p <= 1e9: P(gap = 6) is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2179,le_1e9,p_gap_12,,25405,0,0,0,0,,,1,19,2,1,2,1,,"Cousin primes (p, p+4), class 2179 mod 2310, p <= 1e9: P(gap = 12) is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2179,le_1e9,p_gap_18,,25405,0.0521551,0.0513721,0.0574223,0.00139726,0.5603,-3.77,1,19,2,1,2,1,,"Cousin primes (p, p+4), class 2179 mod 2310, p <= 1e9: P(gap = 18) is 0.05216 vs predicted 0.05137; z = +0.6."
cousin,"(0,4)",2310,2179,le_1e9,p_gap_30,,25405,0.059319,0.055205,0.050901,0.00146054,2.817,5.764,1,19,2,1,2,1,,"Cousin primes (p, p+4), class 2179 mod 2310, p <= 1e9: P(gap = 30) is 0.05932 vs predicted 0.0552; z = +2.8."
cousin,"(0,4)",2310,2179,le_1e9,hazard,6,25405,0,0,0,0,,,1,19,2,1,2,1,,"Cousin primes (p, p+4), class 2179 mod 2310, p <= 1e9: hazard of the next pair at gap 6 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2179,le_1e9,hazard,24,24080,0.0507475,0.0513177,0.0573538,0.00142465,-0.4002,-4.637,1,19,2,1,2,1,,"Cousin primes (p, p+4), class 2179 mod 2310, p <= 1e9: hazard of the next pair at gap 24 is 0.05075 vs predicted 0.05132; z = -0.4."
cousin,"(0,4)",2310,2179,le_1e9,hazard,42,21351,0,0,0,0,,,1,19,2,1,2,1,,"Cousin primes (p, p+4), class 2179 mod 2310, p <= 1e9: hazard of the next pair at gap 42 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2179,le_1e9,hazard,60,20049,0.0522221,0.0511472,0.0571613,0.00159738,0.6729,-3.092,1,19,2,1,2,1,,"Cousin primes (p, p+4), class 2179 mod 2310, p <= 1e9: hazard of the next pair at gap 60 is 0.05222 vs predicted 0.05115; z = +0.7."
cousin,"(0,4)",2310,2179,le_1e9,hazard,102,16996,0,0,0,0,,,1,19,2,1,2,1,,"Cousin primes (p, p+4), class 2179 mod 2310, p <= 1e9: hazard of the next pair at gap 102 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2179,le_1e9,hazard,174,12701,0.063932,0.0597514,0.0567235,0.00213043,1.962,3.384,1,19,2,1,2,1,,"Cousin primes (p, p+4), class 2179 mod 2310, p <= 1e9: hazard of the next pair at gap 174 is 0.06393 vs predicted 0.05975; z = +2.0."
cousin,"(0,4)",2310,2179,le_1e9,hazard,300,7767,0.0579374,0.0554461,0.0563665,0.00271615,0.9172,0.5783,1,19,2,1,2,1,,"Cousin primes (p, p+4), class 2179 mod 2310, p <= 1e9: hazard of the next pair at gap 300 is 0.05794 vs predicted 0.05545; z = +0.9."
cousin,"(0,4)",2310,2179,le_1e9,autocorr_lag1,,25404,-0.00157436,0,0,0.00618757,-0.2544,-0.2544,1,19,2,1,2,1,,"Cousin primes (p, p+4), class 2179 mod 2310, p <= 1e9: lag-1 autocorrelation of consecutive normalized gaps is -0.0016 (hazard model predicts 0); z = -0.3."
cousin,"(0,4)",2310,2197,le_1e9,mean_norm_gap,,25362,0.867275,0.878923,0.882343,0.00600627,-1.939,-2.509,1,7,6,8,1,3,,"Cousin primes (p, p+4), class 2197 mod 2310, p <= 1e9: mean normalized gap runs 13.3% short; model predicts 12.1% short; z = -1.9."
cousin,"(0,4)",2310,2197,le_1e9,var_norm_gap,,25362,0.857349,0.932639,0.926392,0.0160209,-4.699,-4.31,1,7,6,8,1,3,,"Cousin primes (p, p+4), class 2197 mod 2310, p <= 1e9: variance of the normalized gap is 0.8573 vs predicted 0.9326; z = -4.7."
cousin,"(0,4)",2310,2197,le_1e9,skew_norm_gap,,25362,2.07095,2.07474,2.1012,0.0629237,-0.06024,-0.4809,1,7,6,8,1,3,,"Cousin primes (p, p+4), class 2197 mod 2310, p <= 1e9: skewness of the normalized gap is 2.071 vs predicted 2.075; z = -0.1."
cousin,"(0,4)",2310,2197,le_1e9,kurt_norm_gap,,25362,6.3023,6.15482,6.25882,0.712451,0.207,0.06103,1,7,6,8,1,3,,"Cousin primes (p, p+4), class 2197 mod 2310, p <= 1e9: excess kurtosis of the normalized gap is 6.302 vs predicted 6.155; z = +0.2."
cousin,"(0,4)",2310,2197,le_1e9,p_tail_2x,,25362,0.150146,0.147855,0.150095,0.00223488,1.025,0.02283,1,7,6,8,1,3,,"Cousin primes (p, p+4), class 2197 mod 2310, p <= 1e9: P(gap > 2x class mean) is 0.1501 vs predicted 0.1479; z = +1.0."
cousin,"(0,4)",2310,2197,le_1e9,p_tail_3x,,25362,0.0611151,0.0603478,0.061954,0.00150046,0.5113,-0.5591,1,7,6,8,1,3,,"Cousin primes (p, p+4), class 2197 mod 2310, p <= 1e9: P(gap > 3x class mean) is 0.06112 vs predicted 0.06035; z = +0.5."
cousin,"(0,4)",2310,2197,le_1e9,p_tail_5x,,25362,0.00871382,0.00927588,0.00992267,0.000581682,-0.9663,-2.078,1,7,6,8,1,3,,"Cousin primes (p, p+4), class 2197 mod 2310, p <= 1e9: P(gap > 5x class mean) is 0.008714 vs predicted 0.009276; z = -1.0."
cousin,"(0,4)",2310,2197,le_1e9,p_gap_6,,25362,0.0543333,0.0513721,0.0574223,0.00140922,2.101,-2.192,1,7,6,8,1,3,,"Cousin primes (p, p+4), class 2197 mod 2310, p <= 1e9: P(gap = 6) is 0.05433 vs predicted 0.05137; z = +2.1."
cousin,"(0,4)",2310,2197,le_1e9,p_gap_12,,25362,0.0495623,0.0486814,0.0540604,0.00137132,0.6424,-3.28,1,7,6,8,1,3,,"Cousin primes (p, p+4), class 2197 mod 2310, p <= 1e9: P(gap = 12) is 0.04956 vs predicted 0.04868; z = +0.6."
cousin,"(0,4)",2310,2197,le_1e9,p_gap_18,,25362,0,0,0,0,,,1,7,6,8,1,3,,"Cousin primes (p, p+4), class 2197 mod 2310, p <= 1e9: P(gap = 18) is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2197,le_1e9,p_gap_30,,25362,0.0565807,0.055205,0.050901,0.00144489,0.9521,3.931,1,7,6,8,1,3,,"Cousin primes (p, p+4), class 2197 mod 2310, p <= 1e9: P(gap = 30) is 0.05658 vs predicted 0.0552; z = +1.0."
cousin,"(0,4)",2310,2197,le_1e9,hazard,6,25362,0.0543333,0.0513721,0.0574223,0.00140922,2.101,-2.192,1,7,6,8,1,3,,"Cousin primes (p, p+4), class 2197 mod 2310, p <= 1e9: hazard of the next pair at gap 6 is 0.05433 vs predicted 0.05137; z = +2.1."
cousin,"(0,4)",2310,2197,le_1e9,hazard,24,22727,0,0,0,0,,,1,7,6,8,1,3,,"Cousin primes (p, p+4), class 2197 mod 2310, p <= 1e9: hazard of the next pair at gap 24 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2197,le_1e9,hazard,42,21292,0.0605392,0.0574907,0.0572234,0.00170496,1.788,1.945,1,7,6,8,1,3,,"Cousin primes (p, p+4), class 2197 mod 2310, p <= 1e9: hazard of the next pair at gap 42 is 0.06054 vs predicted 0.05749; z = +1.8."
cousin,"(0,4)",2310,2197,le_1e9,hazard,60,20003,0,0,0,0,,,1,7,6,8,1,3,,"Cousin primes (p, p+4), class 2197 mod 2310, p <= 1e9: hazard of the next pair at gap 60 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2197,le_1e9,hazard,102,15696,0,0,0,0,,,1,7,6,8,1,3,,"Cousin primes (p, p+4), class 2197 mod 2310, p <= 1e9: hazard of the next pair at gap 102 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2197,le_1e9,hazard,174,12078,0,0,0,0,,,1,7,6,8,1,3,,"Cousin primes (p, p+4), class 2197 mod 2310, p <= 1e9: hazard of the next pair at gap 174 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2197,le_1e9,hazard,300,7475,0,0,0,0,,,1,7,6,8,1,3,,"Cousin primes (p, p+4), class 2197 mod 2310, p <= 1e9: hazard of the next pair at gap 300 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2197,le_1e9,autocorr_lag1,,25361,0.00950257,0,0,0.00632301,1.503,1.503,1,7,6,8,1,3,,"Cousin primes (p, p+4), class 2197 mod 2310, p <= 1e9: lag-1 autocorrelation of consecutive normalized gaps is +0.0095 (hazard model predicts 0); z = +1.5."
cousin,"(0,4)",2310,2203,le_1e9,mean_norm_gap,,25419,0.931731,0.924849,0.91419,0.00578596,1.189,3.032,1,13,5,3,2,3,,"Cousin primes (p, p+4), class 2203 mod 2310, p <= 1e9: mean normalized gap runs 6.8% short; model predicts 7.5% short; z = +1.2."
cousin,"(0,4)",2310,2203,le_1e9,var_norm_gap,,25419,0.905353,0.952977,0.934904,0.0156176,-3.049,-1.892,1,13,5,3,2,3,,"Cousin primes (p, p+4), class 2203 mod 2310, p <= 1e9: variance of the normalized gap is 0.9054 vs predicted 0.953; z = -3.0."
cousin,"(0,4)",2310,2203,le_1e9,skew_norm_gap,,25419,2.0023,2.04034,2.07909,0.0499861,-0.7609,-1.536,1,13,5,3,2,3,,"Cousin primes (p, p+4), class 2203 mod 2310, p <= 1e9: skewness of the normalized gap is 2.002 vs predicted 2.04; z = -0.8."
cousin,"(0,4)",2310,2203,le_1e9,kurt_norm_gap,,25419,5.74522,5.88952,6.13945,0.450854,-0.32,-0.8744,1,13,5,3,2,3,,"Cousin primes (p, p+4), class 2203 mod 2310, p <= 1e9: excess kurtosis of the normalized gap is 5.745 vs predicted 5.89; z = -0.3."
cousin,"(0,4)",2310,2203,le_1e9,p_tail_2x,,25419,0.147134,0.140019,0.146537,0.00221556,3.211,0.2694,1,13,5,3,2,3,,"Cousin primes (p, p+4), class 2203 mod 2310, p <= 1e9: P(gap > 2x class mean) is 0.1471 vs predicted 0.14; z = +3.2."
cousin,"(0,4)",2310,2203,le_1e9,p_tail_3x,,25419,0.0537393,0.0578659,0.059269,0.00136051,-3.033,-4.064,1,13,5,3,2,3,,"Cousin primes (p, p+4), class 2203 mod 2310, p <= 1e9: P(gap > 3x class mean) is 0.05374 vs predicted 0.05787; z = -3.0."
cousin,"(0,4)",2310,2203,le_1e9,p_tail_5x,,25419,0.00672725,0.00747234,0.00867739,0.00051262,-1.453,-3.804,1,13,5,3,2,3,,"Cousin primes (p, p+4), class 2203 mod 2310, p <= 1e9: P(gap > 5x class mean) is 0.006727 vs predicted 0.007472; z = -1.5."
cousin,"(0,4)",2310,2203,le_1e9,p_gap_6,,25419,0.0534639,0.0513721,0.0574223,0.0014433,1.449,-2.743,1,13,5,3,2,3,,"Cousin primes (p, p+4), class 2203 mod 2310, p <= 1e9: P(gap = 6) is 0.05346 vs predicted 0.05137; z = +1.4."
cousin,"(0,4)",2310,2203,le_1e9,p_gap_12,,25419,0,0,0,0,,,1,13,5,3,2,3,,"Cousin primes (p, p+4), class 2203 mod 2310, p <= 1e9: P(gap = 12) is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2203,le_1e9,p_gap_18,,25419,0,0,0,0,,,1,13,5,3,2,3,,"Cousin primes (p, p+4), class 2203 mod 2310, p <= 1e9: P(gap = 18) is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2203,le_1e9,p_gap_30,,25419,0,0,0,0,,,1,13,5,3,2,3,,"Cousin primes (p, p+4), class 2203 mod 2310, p <= 1e9: P(gap = 30) is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2203,le_1e9,hazard,6,25419,0.0534639,0.0513721,0.0574223,0.0014433,1.449,-2.743,1,13,5,3,2,3,,"Cousin primes (p, p+4), class 2203 mod 2310, p <= 1e9: hazard of the next pair at gap 6 is 0.05346 vs predicted 0.05137; z = +1.4."
cousin,"(0,4)",2310,2203,le_1e9,hazard,24,24060,0.0524106,0.0513177,0.0573538,0.00143405,0.7621,-3.447,1,13,5,3,2,3,,"Cousin primes (p, p+4), class 2203 mod 2310, p <= 1e9: hazard of the next pair at gap 24 is 0.05241 vs predicted 0.05132; z = +0.8."
cousin,"(0,4)",2310,2203,le_1e9,hazard,42,21578,0,0,0,0,,,1,13,5,3,2,3,,"Cousin primes (p, p+4), class 2203 mod 2310, p <= 1e9: hazard of the next pair at gap 42 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2203,le_1e9,hazard,60,21578,0.0540365,0.0512134,0.0572234,0.00153417,1.84,-2.077,1,13,5,3,2,3,,"Cousin primes (p, p+4), class 2203 mod 2310, p <= 1e9: hazard of the next pair at gap 60 is 0.05404 vs predicted 0.05121; z = +1.8."
cousin,"(0,4)",2310,2203,le_1e9,hazard,102,17149,0,0,0,0,,,1,13,5,3,2,3,,"Cousin primes (p, p+4), class 2203 mod 2310, p <= 1e9: hazard of the next pair at gap 102 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2203,le_1e9,hazard,174,13587,0.0617502,0.0598182,0.0567732,0.00205657,0.9394,2.42,1,13,5,3,2,3,,"Cousin primes (p, p+4), class 2203 mod 2310, p <= 1e9: hazard of the next pair at gap 174 is 0.06175 vs predicted 0.05982; z = +0.9."
cousin,"(0,4)",2310,2203,le_1e9,hazard,300,8142,0.0541636,0.055478,0.0564077,0.00243009,-0.5409,-0.9235,1,13,5,3,2,3,,"Cousin primes (p, p+4), class 2203 mod 2310, p <= 1e9: hazard of the next pair at gap 300 is 0.05416 vs predicted 0.05548; z = -0.5."
cousin,"(0,4)",2310,2203,le_1e9,autocorr_lag1,,25418,-0.00174266,0,0,0.0063113,-0.2761,-0.2761,1,13,5,3,2,3,,"Cousin primes (p, p+4), class 2203 mod 2310, p <= 1e9: lag-1 autocorrelation of consecutive normalized gaps is -0.0017 (hazard model predicts 0); z = -0.3."
cousin,"(0,4)",2310,2209,le_1e9,mean_norm_gap,,25357,0.93481,0.94517,0.947974,0.00599572,-1.728,-2.196,1,19,4,9,3,2,,"Cousin primes (p, p+4), class 2209 mod 2310, p <= 1e9: mean normalized gap runs 6.5% short; model predicts 5.5% short; z = -1.7."
cousin,"(0,4)",2310,2209,le_1e9,var_norm_gap,,25357,0.871683,0.964296,0.940266,0.0159156,-5.819,-4.309,1,19,4,9,3,2,,"Cousin primes (p, p+4), class 2209 mod 2310, p <= 1e9: variance of the normalized gap is 0.8717 vs predicted 0.9643; z = -5.8."
cousin,"(0,4)",2310,2209,le_1e9,skew_norm_gap,,25357,1.98984,2.02986,2.06616,0.0543612,-0.7362,-1.404,1,19,4,9,3,2,,"Cousin primes (p, p+4), class 2209 mod 2310, p <= 1e9: skewness of the normalized gap is 1.99 vs predicted 2.03; z = -0.7."
cousin,"(0,4)",2310,2209,le_1e9,kurt_norm_gap,,25357,5.64341,5.82042,6.06118,0.554062,-0.3195,-0.754,1,19,4,9,3,2,,"Cousin primes (p, p+4), class 2209 mod 2310, p <= 1e9: excess kurtosis of the normalized gap is 5.643 vs predicted 5.82; z = -0.3."
cousin,"(0,4)",2310,2209,le_1e9,p_tail_2x,,25357,0.14079,0.140854,0.141244,0.00223556,-0.02905,-0.2031,1,19,4,9,3,2,,"Cousin primes (p, p+4), class 2209 mod 2310, p <= 1e9: P(gap > 2x class mean) is 0.1408 vs predicted 0.1409; z = -0.0."
cousin,"(0,4)",2310,2209,le_1e9,p_tail_3x,,25357,0.0536735,0.0545625,0.0548287,0.00147255,-0.6037,-0.7845,1,19,4,9,3,2,,"Cousin primes (p, p+4), class 2209 mod 2310, p <= 1e9: P(gap > 3x class mean) is 0.05367 vs predicted 0.05456; z = -0.6."
cousin,"(0,4)",2310,2209,le_1e9,p_tail_5x,,25357,0.00583665,0.00710768,0.00741405,0.000517523,-2.456,-3.048,1,19,4,9,3,2,,"Cousin primes (p, p+4), class 2209 mod 2310, p <= 1e9: P(gap > 5x class mean) is 0.005837 vs predicted 0.007108; z = -2.5."
cousin,"(0,4)",2310,2209,le_1e9,p_gap_6,,25357,0,0,0,0,,,1,19,4,9,3,2,,"Cousin primes (p, p+4), class 2209 mod 2310, p <= 1e9: P(gap = 6) is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2209,le_1e9,p_gap_12,,25357,0,0,0,0,,,1,19,4,9,3,2,,"Cousin primes (p, p+4), class 2209 mod 2310, p <= 1e9: P(gap = 12) is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2209,le_1e9,p_gap_18,,25357,0.0535552,0.0513722,0.0574223,0.00142827,1.528,-2.708,1,19,4,9,3,2,,"Cousin primes (p, p+4), class 2209 mod 2310, p <= 1e9: P(gap = 18) is 0.05356 vs predicted 0.05137; z = +1.5."
cousin,"(0,4)",2310,2209,le_1e9,p_gap_30,,25357,0.0581693,0.0582513,0.0540604,0.00142419,-0.05752,2.885,1,19,4,9,3,2,,"Cousin primes (p, p+4), class 2209 mod 2310, p <= 1e9: P(gap = 30) is 0.05817 vs predicted 0.05825; z = -0.1."
cousin,"(0,4)",2310,2209,le_1e9,hazard,6,25357,0,0,0,0,,,1,19,4,9,3,2,,"Cousin primes (p, p+4), class 2209 mod 2310, p <= 1e9: hazard of the next pair at gap 6 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2209,le_1e9,hazard,24,23999,0,0,0,0,,,1,19,4,9,3,2,,"Cousin primes (p, p+4), class 2209 mod 2310, p <= 1e9: hazard of the next pair at gap 24 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2209,le_1e9,hazard,42,22524,0,0,0,0,,,1,19,4,9,3,2,,"Cousin primes (p, p+4), class 2209 mod 2310, p <= 1e9: hazard of the next pair at gap 42 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2209,le_1e9,hazard,60,21227,0.0544118,0.0512005,0.0572235,0.00153618,2.09,-1.83,1,19,4,9,3,2,,"Cousin primes (p, p+4), class 2209 mod 2310, p <= 1e9: hazard of the next pair at gap 60 is 0.05441 vs predicted 0.0512; z = +2.1."
cousin,"(0,4)",2310,2209,le_1e9,hazard,102,17672,0,0,0,0,,,1,19,4,9,3,2,,"Cousin primes (p, p+4), class 2209 mod 2310, p <= 1e9: hazard of the next pair at gap 102 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2209,le_1e9,hazard,174,12986,0,0,0,0,,,1,19,4,9,3,2,,"Cousin primes (p, p+4), class 2209 mod 2310, p <= 1e9: hazard of the next pair at gap 174 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2209,le_1e9,hazard,300,7996,0,0,0,0,,,1,19,4,9,3,2,,"Cousin primes (p, p+4), class 2209 mod 2310, p <= 1e9: hazard of the next pair at gap 300 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2209,le_1e9,autocorr_lag1,,25356,0.00135241,0,0,0.00632782,0.2137,0.2137,1,19,4,9,3,2,,"Cousin primes (p, p+4), class 2209 mod 2310, p <= 1e9: lag-1 autocorrelation of consecutive normalized gaps is +0.0014 (hazard model predicts 0); z = +0.2."
cousin,"(0,4)",2310,2227,le_1e9,mean_norm_gap,,25384,0.946246,0.948265,0.941687,0.00612013,-0.33,0.7449,1,7,1,5,1,5,,"Cousin primes (p, p+4), class 2227 mod 2310, p <= 1e9: mean normalized gap runs 5.4% short; model predicts 5.2% short; z = -0.3."
cousin,"(0,4)",2310,2227,le_1e9,var_norm_gap,,25384,0.917013,0.965587,0.946795,0.0174239,-2.788,-1.709,1,7,1,5,1,5,,"Cousin primes (p, p+4), class 2227 mod 2310, p <= 1e9: variance of the normalized gap is 0.917 vs predicted 0.9656; z = -2.8."
cousin,"(0,4)",2310,2227,le_1e9,skew_norm_gap,,25384,2.12134,2.01603,2.04949,0.0551956,1.908,1.302,1,7,1,5,1,5,,"Cousin primes (p, p+4), class 2227 mod 2310, p <= 1e9: skewness of the normalized gap is 2.121 vs predicted 2.016; z = +1.9."
cousin,"(0,4)",2310,2227,le_1e9,kurt_norm_gap,,25384,6.77923,5.82245,5.97063,0.531176,1.801,1.522,1,7,1,5,1,5,,"Cousin primes (p, p+4), class 2227 mod 2310, p <= 1e9: excess kurtosis of the normalized gap is 6.779 vs predicted 5.822; z = +1.8."
cousin,"(0,4)",2310,2227,le_1e9,p_tail_2x,,25384,0.137725,0.134576,0.138459,0.00213861,1.472,-0.3433,1,7,1,5,1,5,,"Cousin primes (p, p+4), class 2227 mod 2310, p <= 1e9: P(gap > 2x class mean) is 0.1377 vs predicted 0.1346; z = +1.5."
cousin,"(0,4)",2310,2227,le_1e9,p_tail_3x,,25384,0.0534983,0.0531983,0.0567096,0.00141197,0.2124,-2.274,1,7,1,5,1,5,,"Cousin primes (p, p+4), class 2227 mod 2310, p <= 1e9: P(gap > 3x class mean) is 0.0535 vs predicted 0.0532; z = +0.2."
cousin,"(0,4)",2310,2227,le_1e9,p_tail_5x,,25384,0.00701229,0.00675017,0.00762652,0.00054323,0.4825,-1.131,1,7,1,5,1,5,,"Cousin primes (p, p+4), class 2227 mod 2310, p <= 1e9: P(gap > 5x class mean) is 0.007012 vs predicted 0.00675; z = +0.5."
cousin,"(0,4)",2310,2227,le_1e9,p_gap_6,,25384,0,0,0,0,,,1,7,1,5,1,5,,"Cousin primes (p, p+4), class 2227 mod 2310, p <= 1e9: P(gap = 6) is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2227,le_1e9,p_gap_12,,25384,0.0506618,0.0513722,0.0574223,0.00137909,-0.5151,-4.902,1,7,1,5,1,5,,"Cousin primes (p, p+4), class 2227 mod 2310, p <= 1e9: P(gap = 12) is 0.05066 vs predicted 0.05137; z = -0.5."
cousin,"(0,4)",2310,2227,le_1e9,p_gap_18,,25384,0,0,0,0,,,1,7,1,5,1,5,,"Cousin primes (p, p+4), class 2227 mod 2310, p <= 1e9: P(gap = 18) is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2227,le_1e9,p_gap_30,,25384,0,0,0,0,,,1,7,1,5,1,5,,"Cousin primes (p, p+4), class 2227 mod 2310, p <= 1e9: P(gap = 30) is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2227,le_1e9,hazard,6,25384,0,0,0,0,,,1,7,1,5,1,5,,"Cousin primes (p, p+4), class 2227 mod 2310, p <= 1e9: hazard of the next pair at gap 6 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2227,le_1e9,hazard,24,24098,0,0,0,0,,,1,7,1,5,1,5,,"Cousin primes (p, p+4), class 2227 mod 2310, p <= 1e9: hazard of the next pair at gap 24 is 0 vs predicted 0; z undefined."
cousin,"(0,4)",2310,2227,le_1e9,hazard,42,22837,0.0605158,0.0575605,0.0572876,0.0015706,1.882,2.055,1,7,1,5,1,5,,"Cousin primes (p, p+4), class 2227 mod 2310, p <= 1e9: hazard of the next pair at gap 42 is 0.06052 vs predicted 0.05756; z = +1.9."
